,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
train3113,0,0,0,0,0,0,16,5,0,0,5,3,2,1,0,0,0,0,4,0,0,25,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,6,10,0,1,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3114,0,0,0,3,0,1,0,0,0,2,3,5,0,1,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3115,0,0,0,0,0,1,69,20,0,5,1,7,0,29,0,1,0,0,2,0,0,42,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,40,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,2,0
train3116,0,0,0,0,0,20,18,2,0,2,3,1,2,0,0,0,2,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,7,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3117,6,0,0,0,0,10,0,0,0,2,0,0,4,0,0,0,0,0,8,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3118,0,0,0,5,0,6,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3119,0,0,0,2,0,3,7,14,0,4,0,14,0,0,0,0,0,7,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,23,0,0,0,7,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0
train3120,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
train3121,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,1,0,0,0,0,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3122,0,0,0,0,0,18,0,0,0,3,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3123,0,0,0,0,0,0,0,3,0,0,6,1,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
train3124,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
train3125,0,0,0,3,0,4,3,0,0,2,8,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3126,0,0,0,0,0,0,0,2,0,0,7,2,20,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,8,0,0,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,6,9,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
train3127,0,0,0,0,0,2,10,0,0,5,8,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3128,0,0,0,2,0,2,0,0,0,9,0,1,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3129,0,0,2,6,0,1,0,0,0,6,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3130,0,0,0,3,0,2,58,3,0,6,21,35,4,7,0,0,0,12,4,0,0,38,0,0,0,0,0,8,28,0,0,0,0,12,0,2,0,25,0,0,1,26,0,0,0,2,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,16,0,0,0,0,0,0,15,0,2,0,0,0,2,0,0,0,1,0,5,0,0,0
train3131,0,0,0,1,0,4,0,20,0,20,3,2,2,0,0,0,25,0,30,0,3,0,0,15,0,2,0,0,0,2,100,6,0,0,3,0,3,40,0,0,0,0,0,3,0,0,30,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
train3132,0,0,0,10,0,3,0,0,0,0,0,10,0,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,20,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train3133,21,2,0,0,2,5,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3134,0,0,0,3,0,5,2,3,0,4,5,1,0,0,0,0,0,0,15,0,0,1,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,20,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,4,0,0,80,0,0,0,0,0,0,1,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
train3135,0,0,0,1,0,0,0,1,0,6,1,15,2,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3136,0,0,0,0,0,10,0,15,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3137,0,0,0,0,0,2,0,0,0,2,1,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
train3138,0,0,0,0,0,0,0,8,0,0,0,13,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3139,0,0,0,0,0,3,0,4,0,0,1,5,4,0,0,0,0,1,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3140,0,0,0,0,0,14,0,14,0,0,0,1,2,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3141,0,0,0,5,0,12,0,0,0,24,0,6,0,1,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,100,0,0,1,0,0,0,0,0,40,7,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3142,15,0,10,2,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
train3143,0,0,0,0,0,8,0,0,0,2,1,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,12,2,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3144,0,0,0,2,0,7,0,0,0,2,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
train3145,0,0,0,0,0,2,13,18,0,0,4,4,10,2,0,0,0,5,2,0,0,17,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,10,0,0,1,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
train3146,0,0,0,1,0,7,1,4,0,5,18,2,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,18,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3147,0,0,0,0,0,4,0,3,0,1,0,2,0,0,0,0,0,0,2,0,10,0,0,15,0,0,0,0,0,0,100,2,0,0,0,0,1,2,0,0,0,0,0,6,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3148,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3149,0,0,0,0,0,8,0,0,0,2,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,5,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0
train3150,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3151,0,0,0,2,0,3,3,0,0,17,13,7,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,2,0,0,0,0,0,7,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3152,0,0,0,3,0,4,4,16,0,0,32,27,6,0,0,0,0,6,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,29,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,63,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0
train3153,0,0,0,0,0,6,0,5,0,0,0,7,1,1,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
train3154,0,0,0,0,0,6,6,20,0,1,13,1,0,3,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,5,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
train3155,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,33,0,0,0,0,0,0,1,0,0,0,1,2,5,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3156,0,0,0,1,0,2,0,7,0,0,3,4,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,3,0,0,0,0,2,3,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3157,0,0,0,1,0,1,0,0,0,0,4,20,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,2,6,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train3158,0,0,0,0,0,1,12,1,0,5,1,1,2,6,0,0,0,0,1,0,0,65,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3159,0,0,0,0,0,2,0,1,0,1,2,5,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
train3160,0,0,0,0,0,4,22,35,0,0,25,14,0,0,0,1,0,15,30,0,0,44,0,0,0,0,0,20,2,0,0,0,0,6,0,0,0,30,0,0,1,10,0,1,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,20,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
train3161,0,0,0,0,0,6,0,3,0,0,2,1,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
train3162,0,0,0,0,0,0,39,8,0,2,43,16,0,23,0,1,0,0,4,1,0,34,0,0,0,0,0,23,29,0,0,0,2,63,0,0,0,24,8,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,19,2,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
train3163,0,0,0,3,0,12,5,7,0,25,0,4,2,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train3164,0,0,0,0,0,0,2,1,0,0,50,1,2,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3165,0,0,0,0,0,3,0,8,0,2,0,2,8,0,0,0,0,0,18,0,0,0,0,0,0,35,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,33,0,0,0,0,1,0,53,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
train3166,0,0,0,0,0,2,2,2,0,1,10,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3167,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,5,0,0,2,0,0,0,0,4,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3168,0,0,0,0,0,0,25,2,0,0,6,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3169,0,0,0,3,0,4,0,2,0,5,1,5,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train3170,0,0,0,0,0,0,0,5,0,4,10,8,20,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3171,0,0,0,1,0,4,4,4,0,3,3,6,0,1,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,10,6,0,3,2,0,0,0,11,15,2,0,4,0,0,0,0,25,0,0,6,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train3172,0,0,0,3,0,6,0,6,0,6,2,2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,0,6,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
train3173,0,0,0,0,0,2,29,21,0,0,100,20,0,0,0,0,0,4,7,0,0,59,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,8,0,0,1,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0
train3174,0,0,0,0,0,2,0,3,0,4,4,5,1,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3175,0,5,0,0,0,7,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
train3176,0,0,0,0,0,3,0,0,0,1,2,0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3177,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train3178,0,0,0,7,0,1,0,12,0,2,5,7,27,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,3,1,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,16,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3179,0,0,0,0,0,0,22,1,0,0,20,14,0,0,0,1,0,0,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,65,3,0,2,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3180,0,0,0,1,0,2,0,4,0,3,7,8,16,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,16,1,6,0,0,0,0,63,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
train3181,0,0,0,2,0,7,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0
train3182,0,0,0,0,0,6,40,8,0,6,5,4,3,6,0,0,0,0,0,0,0,30,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,12,5,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3183,0,0,0,1,0,14,0,0,0,2,0,1,0,0,0,0,0,0,60,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,10,0,0,24,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3184,0,0,0,1,0,0,7,9,0,0,8,12,4,3,0,0,6,13,25,0,0,32,0,0,0,0,0,0,6,0,0,0,0,13,0,0,0,20,0,0,0,8,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,20,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3185,0,0,0,4,0,3,2,46,0,11,4,7,0,6,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,9,0,0,2,0,0,1,0,0,3,2,0,8,0,0,2,5,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0,3,7
train3186,0,0,0,0,0,7,0,6,0,4,26,16,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,12,4,0,4,0,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3187,0,0,0,0,0,5,0,0,0,0,3,0,2,0,0,0,0,0,0,0,25,0,0,17,0,0,0,0,0,0,100,3,0,0,0,0,15,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3188,0,0,0,0,0,5,0,0,0,0,2,0,0,1,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3189,0,0,0,0,0,2,3,75,0,0,15,1,2,20,0,0,0,2,20,0,0,8,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train3190,0,0,0,1,0,5,0,46,0,2,6,7,9,0,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train3191,0,0,0,0,0,1,4,1,0,0,0,1,0,11,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,3,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
